2390	孩
2391	孫
2392	孰
2393	孱
2394	孳
2395	孵
2396	學
2397	孺
2398	孼
2399	孽
2400	宀
2401	它
2402	宅
2403	宇
2404	守
2405	安
2406	宋
2407	完
2408	宍
2409	宏
2410	宓
2411	宕
2412	宗
2413	官
2414	宙
2415	定
2416	宛
2417	宜
2418	宝
2419	実
2420	客
2421	宣
2422	室
2423	宥
2424	宦
2425	宮
2426	宰
2427	害
2428	宴
2429	宵
2430	家
2431	宷
2432	宸
2433	容
2434	宿
2435	寀
2436	寂
2437	寃
2438	寄
2439	寅
2440	密
2441	寇
2442	寉
2443	富
2444	寐
2445	寒
2446	寓
2447	寔
2448	寘
